venta_id,producto_id,cantidad,precio_unitario_eur,precio_total_eur,tienda
740,136,3,103.97,311.91,Tienda3
734,151,3,103.45,310.35,Tienda2
78,176,3,58.91,176.73,Tienda1
650,40,3,70.59,211.77,Tienda4
473,128,3,94.95,284.85,Tienda1
321,129,1,31.71,31.71,Tienda4
230,129,2,31.71,63.42,Tienda4
102,146,2,17.85,35.7,Tienda2
378,221,1,83.93,83.93,Tienda4
307,161,3,23.94,71.82,Tienda2
748,183,3,100.12,300.36,Tienda2
683,250,2,42.28,84.56,Tienda4
671,165,2,81.34,162.68,Tienda2
574,32,2,34.12,68.24,Tienda3
725,114,2,99.33,198.66,Tienda3
85,122,1,78.13,78.13,Tienda3
123,64,2,32.31,64.62,Tienda5
711,50,2,118.46,236.92,Tienda5
222,54,3,66.24,198.72,Tienda2
128,205,3,101.39,304.17,Tienda1
398,91,2,60.2,120.4,Tienda3
482,151,2,103.45,206.9,Tienda1
162,87,2,92.32,184.64,Tienda4
414,128,2,94.95,189.9,Tienda4
308,203,3,82.97,248.91,Tienda2
734,187,3,43.53,130.59,Tienda2
218,213,1,78.73,78.73,Tienda5
408,45,1,25.28,25.28,Tienda4
456,35,1,44.7,44.7,Tienda3
418,226,1,79.7,79.7,Tienda2
649,61,2,114.52,229.04,Tienda2
731,165,1,81.34,81.34,Tienda2
111,58,1,10.68,10.68,Tienda2
311,225,3,50.17,150.51,Tienda2
154,70,3,76.49,229.47,Tienda2
295,234,2,21.78,43.56,Tienda5
219,68,2,105.11,210.22,Tienda4
194,133,1,41.55,41.55,Tienda3
455,131,3,69.12,207.36,Tienda5
639,172,1,69.34,69.34,Tienda1
532,46,1,83.62,83.62,Tienda5
115,71,1,108.2,108.2,Tienda3
450,64,1,32.31,32.31,Tienda3
62,186,3,102.77,308.31,Tienda3
421,31,3,101.26,303.78,Tienda1
145,141,1,110.91,110.91,Tienda3
517,167,3,34.76,104.28,Tienda5
360,177,2,114.37,228.74,Tienda1
158,121,3,81.36,244.08,Tienda1
136,249,1,112.56,112.56,Tienda5
72,29,1,55.28,55.28,Tienda1
350,16,3,39.9,119.7,Tienda3
630,19,3,108.61,325.83,Tienda4
757,250,3,42.28,126.84,Tienda5
710,238,3,64.61,193.83,Tienda2
757,228,3,35.5,106.5,Tienda5
717,77,3,49.46,148.38,Tienda5
495,174,3,13.31,39.93,Tienda5
772,128,3,94.95,284.85,Tienda4
628,5,3,16.67,50.01,Tienda1
34,120,1,27.97,27.97,Tienda3
774,56,2,46.53,93.06,Tienda5
278,67,2,78.41,156.82,Tienda5
525,40,3,70.59,211.77,Tienda4
654,178,3,109.54,328.62,Tienda2
634,75,1,95.0,95.0,Tienda3
408,116,3,42.76,128.28,Tienda4
583,147,3,84.1,252.3,Tienda5
153,73,3,105.42,316.26,Tienda5
647,16,2,39.9,79.8,Tienda1
785,172,2,69.34,138.68,Tienda1
353,141,3,110.91,332.73,Tienda3
388,151,2,103.45,206.9,Tienda3
729,80,1,96.65,96.65,Tienda2
231,132,3,39.36,118.08,Tienda1
674,59,2,109.85,219.7,Tienda2
408,9,1,108.22,108.22,Tienda4
576,84,2,93.7,187.4,Tienda5
137,84,1,93.7,93.7,Tienda3
139,116,2,42.76,85.52,Tienda2
746,1,1,91.77,91.77,Tienda3
506,67,3,78.41,235.23,Tienda1
422,78,2,109.36,218.72,Tienda3
293,227,3,49.3,147.9,Tienda3
31,250,2,42.28,84.56,Tienda2
177,229,3,114.94,344.82,Tienda4
494,62,2,12.42,24.84,Tienda5
145,173,1,72.14,72.14,Tienda3
250,155,2,51.75,103.5,Tienda2
718,75,3,95.0,285.0,Tienda5
71,115,2,72.89,145.78,Tienda4
593,44,1,110.0,110.0,Tienda5
735,77,2,49.46,98.92,Tienda4
198,76,3,94.35,283.05,Tienda2
330,177,3,114.37,343.11,Tienda3
185,65,3,60.21,180.63,Tienda2
667,199,2,27.21,54.42,Tienda1
414,162,3,77.73,233.19,Tienda4
636,139,3,11.01,33.03,Tienda4
32,188,1,30.64,30.64,Tienda2
787,44,2,110.0,220.0,Tienda3
128,53,3,50.47,151.41,Tienda1
104,221,3,83.93,251.79,Tienda2
741,141,1,110.91,110.91,Tienda3
210,65,1,60.21,60.21,Tienda3
43,130,2,118.19,236.38,Tienda2
495,65,3,60.21,180.63,Tienda5
227,32,1,34.12,34.12,Tienda1
535,78,1,109.36,109.36,Tienda3
290,119,3,16.1,48.3,Tienda4
421,189,2,23.77,47.54,Tienda1
239,199,3,27.21,81.63,Tienda3
586,76,3,94.35,283.05,Tienda2
455,149,3,56.37,169.11,Tienda5
88,132,3,39.36,118.08,Tienda5
650,180,2,45.36,90.72,Tienda4
386,146,1,17.85,17.85,Tienda2
605,92,3,50.35,151.05,Tienda1
213,122,1,78.13,78.13,Tienda3
176,170,2,108.27,216.54,Tienda3
615,55,2,63.53,127.06,Tienda1
81,72,1,31.85,31.85,Tienda5
146,247,1,118.55,118.55,Tienda3
570,13,1,58.14,58.14,Tienda3
66,120,2,27.97,55.94,Tienda1
289,22,2,30.31,60.62,Tienda3
460,50,1,118.46,118.46,Tienda2
580,164,2,112.93,225.86,Tienda4
394,97,2,95.53,191.06,Tienda3
396,161,1,23.94,23.94,Tienda1
386,189,3,23.77,71.31,Tienda2
243,221,2,83.93,167.86,Tienda2
10,228,2,35.5,71.0,Tienda4
471,70,2,76.49,152.98,Tienda2
785,77,2,49.46,98.92,Tienda1
794,247,2,118.55,237.1,Tienda3
140,75,1,95.0,95.0,Tienda5
62,189,2,23.77,47.54,Tienda3
577,99,3,84.41,253.23,Tienda3
186,160,3,58.71,176.13,Tienda2
499,198,1,78.4,78.4,Tienda1
536,102,1,11.29,11.29,Tienda4
124,211,2,58.63,117.26,Tienda4
798,149,2,56.37,112.74,Tienda4
431,161,3,23.94,71.82,Tienda1
307,125,1,87.78,87.78,Tienda2
597,15,3,117.3,351.9,Tienda4
292,221,1,83.93,83.93,Tienda1
373,34,1,22.51,22.51,Tienda5
399,47,3,117.4,352.2,Tienda2
457,234,2,21.78,43.56,Tienda3
641,23,2,48.31,96.62,Tienda4
43,24,1,65.24,65.24,Tienda2
57,34,1,22.51,22.51,Tienda1
595,129,3,31.71,95.13,Tienda3
183,77,3,49.46,148.38,Tienda2
262,135,1,56.13,56.13,Tienda2
771,225,1,50.17,50.17,Tienda4
7,97,3,95.53,286.59,Tienda4
30,131,1,69.12,69.12,Tienda2
736,176,1,58.91,58.91,Tienda2
689,234,2,21.78,43.56,Tienda4
616,78,3,109.36,328.08,Tienda1
30,248,2,102.09,204.18,Tienda2
128,120,1,27.97,27.97,Tienda1
585,203,3,82.97,248.91,Tienda4
457,121,3,81.36,244.08,Tienda3
665,165,3,81.34,244.02,Tienda4
319,213,1,78.73,78.73,Tienda3
489,2,1,64.14,64.14,Tienda3
646,222,2,78.25,156.5,Tienda5
693,149,2,56.37,112.74,Tienda2
47,60,3,66.98,200.94,Tienda3
214,111,3,55.85,167.55,Tienda2
118,202,1,90.56,90.56,Tienda1
235,57,3,43.87,131.61,Tienda2
252,195,1,22.96,22.96,Tienda5
92,13,1,58.14,58.14,Tienda3
569,227,2,49.3,98.6,Tienda1
299,136,1,103.97,103.97,Tienda3
737,30,3,28.96,86.88,Tienda2
622,224,2,89.91,179.82,Tienda5
676,43,1,111.09,111.09,Tienda4
241,217,1,30.88,30.88,Tienda2
526,31,1,101.26,101.26,Tienda2
679,235,1,25.35,25.35,Tienda3
417,7,2,32.14,64.28,Tienda5
653,158,2,12.01,24.02,Tienda5
452,202,3,90.56,271.68,Tienda5
749,55,3,63.53,190.59,Tienda3
202,59,1,109.85,109.85,Tienda2
71,200,3,90.44,271.32,Tienda4
443,90,1,97.6,97.6,Tienda1
699,108,3,80.1,240.3,Tienda4
570,171,2,87.47,174.94,Tienda3
670,96,3,69.69,209.07,Tienda3
645,91,2,60.2,120.4,Tienda1
657,93,3,93.9,281.7,Tienda4
219,13,3,58.14,174.42,Tienda4
687,172,1,69.34,69.34,Tienda5
369,221,2,83.93,167.86,Tienda3
115,167,2,34.76,69.52,Tienda3
748,222,2,78.25,156.5,Tienda2
245,188,1,30.64,30.64,Tienda2
748,32,2,34.12,68.24,Tienda2
452,97,1,95.53,95.53,Tienda5
636,18,1,47.85,47.85,Tienda4
384,113,3,96.13,288.39,Tienda5
453,155,1,51.75,51.75,Tienda5
80,22,1,30.31,30.31,Tienda4
16,211,1,58.63,58.63,Tienda3
168,17,1,92.89,92.89,Tienda2
154,63,1,27.49,27.49,Tienda2
709,20,2,15.88,31.76,Tienda4
431,243,3,108.2,324.6,Tienda1
620,97,1,95.53,95.53,Tienda1
492,43,1,111.09,111.09,Tienda1
533,154,1,29.63,29.63,Tienda4
567,171,3,87.47,262.41,Tienda5
450,209,3,113.25,339.75,Tienda3
167,152,1,34.6,34.6,Tienda2
796,34,2,22.51,45.02,Tienda2
71,89,3,45.96,137.88,Tienda4
240,67,1,78.41,78.41,Tienda5
614,235,3,25.35,76.05,Tienda5
226,123,3,64.72,194.16,Tienda3
169,55,3,63.53,190.59,Tienda4
741,154,2,29.63,59.26,Tienda3
341,153,3,119.44,358.32,Tienda2
569,40,2,70.59,141.18,Tienda1
696,160,2,58.71,117.42,Tienda4
256,222,2,78.25,156.5,Tienda5
553,131,3,69.12,207.36,Tienda4
155,222,3,78.25,234.75,Tienda2
71,92,2,50.35,100.7,Tienda4
735,141,2,110.91,221.82,Tienda4
205,76,3,94.35,283.05,Tienda3
452,72,3,31.85,95.55,Tienda5
413,53,3,50.47,151.41,Tienda1
344,24,3,65.24,195.72,Tienda2
724,64,3,32.31,96.93,Tienda5
396,72,3,31.85,95.55,Tienda1
104,139,3,11.01,33.03,Tienda2
216,26,2,114.88,229.76,Tienda5
200,81,1,114.86,114.86,Tienda2
370,79,3,74.6,223.8,Tienda1
259,59,3,109.85,329.55,Tienda1
26,163,3,14.82,44.46,Tienda1
639,227,3,49.3,147.9,Tienda1
266,126,3,65.39,196.17,Tienda5
124,97,3,95.53,286.59,Tienda4
511,149,2,56.37,112.74,Tienda1
534,53,2,50.47,100.94,Tienda2
243,20,3,15.88,47.64,Tienda2
158,197,2,94.42,188.84,Tienda1
341,56,2,46.53,93.06,Tienda2
261,156,3,114.69,344.07,Tienda3
200,130,1,118.19,118.19,Tienda2
712,71,2,108.2,216.4,Tienda4
303,46,3,83.62,250.86,Tienda4
664,24,1,65.24,65.24,Tienda4
657,35,2,44.7,89.4,Tienda4
273,63,3,27.49,82.47,Tienda2
585,80,2,96.65,193.3,Tienda4
570,191,2,106.88,213.76,Tienda3
604,128,1,94.95,94.95,Tienda4
189,77,3,49.46,148.38,Tienda1
761,214,3,102.6,307.8,Tienda4
62,74,2,55.56,111.12,Tienda3
169,243,2,108.2,216.4,Tienda4
460,221,2,83.93,167.86,Tienda2
184,232,2,96.15,192.3,Tienda1
597,105,3,68.99,206.97,Tienda4
513,138,3,24.81,74.43,Tienda2
170,78,1,109.36,109.36,Tienda2
495,248,1,102.09,102.09,Tienda5
708,154,2,29.63,59.26,Tienda2
525,41,1,101.89,101.89,Tienda4
352,103,3,107.23,321.69,Tienda1
184,90,1,97.6,97.6,Tienda1
777,121,3,81.36,244.08,Tienda3
68,41,1,101.89,101.89,Tienda5
769,131,1,69.12,69.12,Tienda3
208,17,3,92.89,278.67,Tienda4
651,133,3,41.55,124.65,Tienda5
147,66,1,73.65,73.65,Tienda2
226,10,3,67.7,203.1,Tienda3
573,229,3,114.94,344.82,Tienda4
279,81,2,114.86,229.72,Tienda4
14,195,3,22.96,68.88,Tienda4
333,90,3,97.6,292.8,Tienda3
369,168,3,73.6,220.8,Tienda3
138,80,1,96.65,96.65,Tienda3
410,16,3,39.9,119.7,Tienda4
165,168,2,73.6,147.2,Tienda3
253,140,1,73.9,73.9,Tienda5
459,153,3,119.44,358.32,Tienda5
399,93,2,93.9,187.8,Tienda2
246,18,1,47.85,47.85,Tienda4
550,127,2,77.73,155.46,Tienda4
115,230,3,117.02,351.06,Tienda3
163,182,2,78.65,157.3,Tienda5
600,148,3,44.83,134.49,Tienda1
138,162,2,77.73,155.46,Tienda3
739,143,3,29.12,87.36,Tienda1
562,103,1,107.23,107.23,Tienda5
103,81,1,114.86,114.86,Tienda2
465,140,2,73.9,147.8,Tienda4
740,210,3,61.31,183.93,Tienda3
691,123,1,64.72,64.72,Tienda1
201,40,2,70.59,141.18,Tienda4
252,74,3,55.56,166.68,Tienda5
5,236,2,38.35,76.7,Tienda1
552,172,2,69.34,138.68,Tienda3
263,21,3,93.95,281.85,Tienda2
309,188,2,30.64,61.28,Tienda4
142,55,1,63.53,63.53,Tienda3
617,24,2,65.24,130.48,Tienda2
517,122,3,78.13,234.39,Tienda5
622,158,3,12.01,36.03,Tienda5
465,250,1,42.28,42.28,Tienda4
615,48,1,16.66,16.66,Tienda1
72,193,3,18.33,54.99,Tienda1
401,161,2,23.94,47.88,Tienda1
765,41,3,101.89,305.67,Tienda3
505,1,2,91.77,183.54,Tienda3
388,213,2,78.73,157.46,Tienda3
616,123,1,64.72,64.72,Tienda1
305,64,2,32.31,64.62,Tienda4
248,233,3,108.58,325.74,Tienda1
477,146,1,17.85,17.85,Tienda5
503,190,1,85.51,85.51,Tienda2
652,157,1,93.07,93.07,Tienda1
744,82,2,87.14,174.28,Tienda2
453,17,1,92.89,92.89,Tienda5
278,73,1,105.42,105.42,Tienda5
647,222,1,78.25,78.25,Tienda1
135,139,3,11.01,33.03,Tienda1
117,162,2,77.73,155.46,Tienda2
451,8,3,55.66,166.98,Tienda1
97,92,2,50.35,100.7,Tienda3
88,213,1,78.73,78.73,Tienda5
72,221,2,83.93,167.86,Tienda1
582,50,3,118.46,355.38,Tienda3
751,87,2,92.32,184.64,Tienda4
510,123,3,64.72,194.16,Tienda5
466,187,2,43.53,87.06,Tienda2
485,236,3,38.35,115.05,Tienda5
312,211,2,58.63,117.26,Tienda5
442,63,2,27.49,54.98,Tienda3
163,141,3,110.91,332.73,Tienda5
751,171,3,87.47,262.41,Tienda4
196,208,2,70.5,141.0,Tienda4
266,35,1,44.7,44.7,Tienda5
522,204,3,98.03,294.09,Tienda3
704,167,3,34.76,104.28,Tienda1
408,223,2,32.8,65.6,Tienda4
49,125,1,87.78,87.78,Tienda4
333,171,2,87.47,174.94,Tienda3
493,244,1,117.1,117.1,Tienda5
530,189,2,23.77,47.54,Tienda5
345,161,2,23.94,47.88,Tienda5
1,158,3,12.01,36.03,Tienda2
314,195,2,22.96,45.92,Tienda4
305,120,2,27.97,55.94,Tienda4
172,63,3,27.49,82.47,Tienda4
258,8,3,55.66,166.98,Tienda5
543,146,1,17.85,17.85,Tienda5
703,55,3,63.53,190.59,Tienda3
601,9,2,108.22,216.44,Tienda4
58,176,3,58.91,176.73,Tienda2
567,5,2,16.67,33.34,Tienda5
245,149,3,56.37,169.11,Tienda2
401,125,3,87.78,263.34,Tienda1
564,237,3,95.53,286.59,Tienda4
360,167,3,34.76,104.28,Tienda1
109,203,1,82.97,82.97,Tienda4
609,102,1,11.29,11.29,Tienda1
287,220,1,28.39,28.39,Tienda3
24,138,2,24.81,49.62,Tienda1
585,82,2,87.14,174.28,Tienda4
77,178,1,109.54,109.54,Tienda4
668,52,2,88.55,177.1,Tienda1
553,228,3,35.5,106.5,Tienda4
225,1,1,91.77,91.77,Tienda5
583,39,2,46.65,93.3,Tienda5
528,17,3,92.89,278.67,Tienda2
300,122,2,78.13,156.26,Tienda3
725,172,3,69.34,208.02,Tienda3
394,88,1,111.51,111.51,Tienda3
357,190,1,85.51,85.51,Tienda1
373,78,2,109.36,218.72,Tienda5
18,171,2,87.47,174.94,Tienda4
130,34,1,22.51,22.51,Tienda3
163,48,2,16.66,33.32,Tienda5
448,127,2,77.73,155.46,Tienda1
550,238,3,64.61,193.83,Tienda4
471,16,2,39.9,79.8,Tienda2
789,182,3,78.65,235.95,Tienda1
608,233,1,108.58,108.58,Tienda3
460,103,1,107.23,107.23,Tienda2
298,73,2,105.42,210.84,Tienda4
86,215,3,28.69,86.07,Tienda1
124,9,2,108.22,216.44,Tienda4
785,246,3,80.83,242.49,Tienda1
24,21,2,93.95,187.9,Tienda1
310,188,3,30.64,91.92,Tienda5
175,185,1,20.57,20.57,Tienda2
735,132,1,39.36,39.36,Tienda4
112,99,3,84.41,253.23,Tienda5
484,87,1,92.32,92.32,Tienda5
640,144,1,65.84,65.84,Tienda2
501,45,2,25.28,50.56,Tienda2
297,177,3,114.37,343.11,Tienda5
205,219,3,23.72,71.16,Tienda3
555,156,3,114.69,344.07,Tienda3
500,40,2,70.59,141.18,Tienda5
398,123,1,64.72,64.72,Tienda3
720,54,1,66.24,66.24,Tienda3
545,185,1,20.57,20.57,Tienda3
285,153,3,119.44,358.32,Tienda4
794,205,2,101.39,202.78,Tienda3
190,63,3,27.49,82.47,Tienda5
145,235,1,25.35,25.35,Tienda3
525,166,3,113.54,340.62,Tienda4
327,182,1,78.65,78.65,Tienda2
631,231,1,59.23,59.23,Tienda4
483,53,1,50.47,50.47,Tienda3
251,72,1,31.85,31.85,Tienda1
81,187,2,43.53,87.06,Tienda5
577,114,2,99.33,198.66,Tienda3
334,17,2,92.89,185.78,Tienda1
568,234,1,21.78,21.78,Tienda4
342,71,1,108.2,108.2,Tienda5
800,164,3,112.93,338.79,Tienda2
623,139,1,11.01,11.01,Tienda2
246,6,3,11.0,33.0,Tienda4
162,61,2,114.52,229.04,Tienda4
697,196,3,117.49,352.47,Tienda4
772,224,3,89.91,269.73,Tienda4
106,159,2,88.74,177.48,Tienda5
138,204,3,98.03,294.09,Tienda3
594,207,2,60.98,121.96,Tienda3
10,55,3,63.53,190.59,Tienda4
761,142,3,118.79,356.37,Tienda4
758,113,3,96.13,288.39,Tienda5
31,110,1,116.49,116.49,Tienda2
251,141,1,110.91,110.91,Tienda1
610,29,3,55.28,165.84,Tienda4
283,117,2,59.38,118.76,Tienda3
391,28,2,43.33,86.66,Tienda4
56,39,1,46.65,46.65,Tienda4
548,97,3,95.53,286.59,Tienda4
415,81,2,114.86,229.72,Tienda5
36,148,2,44.83,89.66,Tienda1
252,124,1,104.5,104.5,Tienda5
210,15,1,117.3,117.3,Tienda3
92,250,3,42.28,126.84,Tienda3
403,39,3,46.65,139.95,Tienda3
437,171,3,87.47,262.41,Tienda3
356,152,1,34.6,34.6,Tienda5
776,34,3,22.51,67.53,Tienda3
251,110,2,116.49,232.98,Tienda1
330,154,1,29.63,29.63,Tienda3
173,225,3,50.17,150.51,Tienda2
139,67,2,78.41,156.82,Tienda2
522,246,3,80.83,242.49,Tienda3
373,17,3,92.89,278.67,Tienda5
717,203,2,82.97,165.94,Tienda5
2,5,3,16.67,50.01,Tienda3
255,181,3,60.86,182.58,Tienda5
24,168,1,73.6,73.6,Tienda1
540,129,1,31.71,31.71,Tienda3
475,139,1,11.01,11.01,Tienda3
100,10,3,67.7,203.1,Tienda5
347,103,3,107.23,321.69,Tienda4
175,192,3,71.05,213.15,Tienda2
87,24,2,65.24,130.48,Tienda1
338,57,2,43.87,87.74,Tienda4
479,177,2,114.37,228.74,Tienda5
765,6,2,11.0,22.0,Tienda3
84,246,3,80.83,242.49,Tienda5
27,193,1,18.33,18.33,Tienda4
31,28,1,43.33,43.33,Tienda2
796,100,1,98.58,98.58,Tienda2
534,24,2,65.24,130.48,Tienda2
727,150,2,23.93,47.86,Tienda5
282,182,1,78.65,78.65,Tienda4
88,210,3,61.31,183.93,Tienda5
752,13,1,58.14,58.14,Tienda2
422,169,1,60.2,60.2,Tienda3
562,108,1,80.1,80.1,Tienda5
395,44,2,110.0,220.0,Tienda5
625,11,1,19.24,19.24,Tienda5
588,180,3,45.36,136.08,Tienda3
294,50,2,118.46,236.92,Tienda2
681,32,3,34.12,102.36,Tienda1
478,132,2,39.36,78.72,Tienda3
646,159,2,88.74,177.48,Tienda5
300,143,2,29.12,58.24,Tienda3
735,247,3,118.55,355.65,Tienda4
695,228,2,35.5,71.0,Tienda5
549,217,2,30.88,61.76,Tienda1
530,200,3,90.44,271.32,Tienda5
120,210,2,61.31,122.62,Tienda1
769,13,3,58.14,174.42,Tienda3
278,225,1,50.17,50.17,Tienda5
609,132,2,39.36,78.72,Tienda1
222,181,3,60.86,182.58,Tienda2
480,113,2,96.13,192.26,Tienda3
272,1,2,91.77,183.54,Tienda3
479,133,1,41.55,41.55,Tienda5
52,250,1,42.28,42.28,Tienda4
420,68,2,105.11,210.22,Tienda2
379,67,3,78.41,235.23,Tienda3
121,225,3,50.17,150.51,Tienda2
303,134,2,105.72,211.44,Tienda4
347,22,1,30.31,30.31,Tienda4
574,130,2,118.19,236.38,Tienda3
755,17,3,92.89,278.67,Tienda2
195,214,1,102.6,102.6,Tienda1
465,223,1,32.8,32.8,Tienda4
610,150,3,23.93,71.79,Tienda4
142,39,1,46.65,46.65,Tienda3
300,55,1,63.53,63.53,Tienda3
767,13,2,58.14,116.28,Tienda3
211,223,1,32.8,32.8,Tienda5
278,204,2,98.03,196.06,Tienda5
343,18,1,47.85,47.85,Tienda3
200,2,1,64.14,64.14,Tienda2
522,135,3,56.13,168.39,Tienda3
461,176,2,58.91,117.82,Tienda5
678,244,1,117.1,117.1,Tienda3
617,163,3,14.82,44.46,Tienda2
452,32,3,34.12,102.36,Tienda5
545,191,2,106.88,213.76,Tienda3
13,122,2,78.13,156.26,Tienda5
27,55,1,63.53,63.53,Tienda4
490,245,2,117.42,234.84,Tienda2
386,104,2,84.57,169.14,Tienda2
305,15,3,117.3,351.9,Tienda4
702,201,3,88.5,265.5,Tienda5
97,31,3,101.26,303.78,Tienda3
523,92,1,50.35,50.35,Tienda1
640,150,3,23.93,71.79,Tienda2
689,84,2,93.7,187.4,Tienda4
702,28,1,43.33,43.33,Tienda5
480,70,3,76.49,229.47,Tienda3
206,6,3,11.0,33.0,Tienda2
645,94,1,50.68,50.68,Tienda1
406,40,1,70.59,70.59,Tienda2
705,202,2,90.56,181.12,Tienda5
771,158,2,12.01,24.02,Tienda4
453,159,3,88.74,266.22,Tienda5
684,1,3,91.77,275.31,Tienda1
12,170,3,108.27,324.81,Tienda5
19,42,3,78.81,236.43,Tienda5
394,49,3,74.65,223.95,Tienda3
669,24,2,65.24,130.48,Tienda2
231,168,1,73.6,73.6,Tienda1
254,23,2,48.31,96.62,Tienda2
80,66,2,73.65,147.3,Tienda4
612,211,1,58.63,58.63,Tienda1
493,101,3,72.2,216.6,Tienda5
304,72,1,31.85,31.85,Tienda1
324,57,3,43.87,131.61,Tienda1
794,140,3,73.9,221.7,Tienda3
82,22,1,30.31,30.31,Tienda5
585,174,2,13.31,26.62,Tienda4
495,116,3,42.76,128.28,Tienda5
238,57,3,43.87,131.61,Tienda5
673,230,2,117.02,234.04,Tienda2
222,176,2,58.91,117.82,Tienda2
212,217,2,30.88,61.76,Tienda3
525,37,2,78.65,157.3,Tienda4
137,92,2,50.35,100.7,Tienda3
696,164,1,112.93,112.93,Tienda4
401,157,2,93.07,186.14,Tienda1
530,149,2,56.37,112.74,Tienda5
617,224,3,89.91,269.73,Tienda2
667,190,2,85.51,171.02,Tienda1
605,29,3,55.28,165.84,Tienda1
489,3,1,104.2,104.2,Tienda3
348,47,2,117.4,234.8,Tienda2
71,211,3,58.63,175.89,Tienda4
270,51,2,40.85,81.7,Tienda3
623,63,2,27.49,54.98,Tienda2
186,148,3,44.83,134.49,Tienda2
93,75,1,95.0,95.0,Tienda5
741,32,2,34.12,68.24,Tienda3
532,32,1,34.12,34.12,Tienda5
703,161,1,23.94,23.94,Tienda3
631,235,1,25.35,25.35,Tienda4
294,16,3,39.9,119.7,Tienda2
340,54,2,66.24,132.48,Tienda3
506,2,1,64.14,64.14,Tienda1
610,68,1,105.11,105.11,Tienda4
425,25,1,112.44,112.44,Tienda3
506,72,3,31.85,95.55,Tienda1
777,104,2,84.57,169.14,Tienda3
747,174,1,13.31,13.31,Tienda2
444,208,1,70.5,70.5,Tienda1
547,249,1,112.56,112.56,Tienda5
104,160,1,58.71,58.71,Tienda2
54,228,2,35.5,71.0,Tienda2
43,76,1,94.35,94.35,Tienda2
